city,category,created_at,price,price_per_sqm,total_size,furnished,registration_possible,washing_machine,tv,balcony,garden,terrace
Calan,Luxury Apartment,2016-08-08 08:32:44,1877.66,20.63,91,True,,,True,,,
Afumati,Luxury Apartment,2014-07-03 12:57:59,2671.47,190.82,14,,True,,False,,,
Oradea,Apartment,2016-12-13 15:02:16,745.34,,,,,,True,,,
Titu,Luxury Apartment,2014-10-30 16:12:06,4037.13,,,,False,False,False,yes,yes,
Toplita,Luxury Apartment,2014-09-01 00:42:54,3673.64,,,,,False,True,yes,no,
Campia Turzii,Apartment,2015-03-22 13:28:49,534.7,,,,,False,True,,,no
Calarasi,Other,2016-11-13 01:40:11,105.27,,,True,True,False,True,,,
Iernut,Shared Room,2015-12-04 08:19:12,204.47,,,False,,,True,no,,no
Prejmer,Apartment,2016-05-30 02:22:10,867.21,,,False,True,True,False,no,no,
Harlau,Luxury Apartment,2013-10-10 14:39:02,1854.8,15.72,118,False,,True,True,,yes,yes
Medgidia,Apartment,2015-05-20 08:33:03,534.45,,,,True,False,,,yes,yes
Harlau,Apartment,2016-01-27 17:26:14,662.55,7.53,88,True,False,True,True,,,no
Lupeni,Apartment,2017-01-05 01:43:19,629.61,6.49,97,False,True,,False,no,no,
Strehaia,Private Room,2014-05-14 16:58:37,346.3,,,,,True,,no,yes,
Focsani,Private Room,2016-12-05 11:30:04,328.2,,,True,True,True,False,no,,
Harlau,Other,2013-08-11 11:01:34,136.75,0.55,248,,,,False,yes,,yes
Prejmer,Other,2013-03-27 20:53:22,125.78,,,True,,True,False,,no,
Modelu,Luxury Apartment,2014-05-24 13:05:09,1816.49,19.96,91,,False,False,,no,yes,
Rasnov,Apartment,2015-01-10 21:09:48,960.42,,,False,,False,False,,no,
Iernut,Luxury Apartment,2017-12-13 08:20:41,3827.86,50.37,76,True,,False,False,no,no,yes
Strehaia,Luxury Apartment,2015-06-29 18:48:30,3483.63,,,False,,False,False,no,,
Rasnov,Studio,2017-02-25 12:59:03,410.45,,,,True,,,yes,no,
Rasnov,Apartment,2017-12-21 18:08:57,607.94,25.33,24,True,,False,True,yes,,
Focsani,Luxury Apartment,2017-02-01 17:02:29,3656.17,,,,,False,True,,,
Harlau,Apartment,2013-10-06 09:26:14,821.14,18.25,45,False,False,,,yes,no,
Toplita,Other,2013-04-17 17:24:56,140.69,0.07,1906,,False,,,,,
Calafat,Luxury Apartment,2013-03-13 05:19:09,4381.31,,,,False,True,False,,,yes
Campia Turzii,Luxury Apartment,2015-01-29 10:18:24,1514.7,,,False,True,False,,,yes,
Medgidia,Studio,2014-03-21 14:09:35,426.4,inf,0,True,,True,True,,,
Targu Frumos,Shared Room,2014-07-03 23:40:55,226.56,,,,True,True,False,yes,yes,
Afumati,Luxury Apartment,2016-02-24 01:39:25,2749.18,29.25,94,False,False,True,False,,no,no
Strehaia,Studio,2015-04-08 00:57:58,407.53,,,True,,True,,,,no
Comanesti,Luxury Apartment,2015-12-22 16:47:11,1224.7,34.02,36,True,,True,,yes,yes,no
Rasnov,Apartment,2013-02-13 00:08:12,951.19,13.59,70,False,True,True,False,,,
Medgidia,Apartment,2013-05-26 00:59:05,825.2,,,,False,,True,,no,
Calafat,Other,2017-12-07 23:24:57,184.13,14.16,13,False,True,False,False,,,
Barlad,Apartment,2013-12-27 02:09:14,832.2,21.9,38,False,False,,True,,no,yes
Rasnov,Studio,2016-11-28 15:00:18,479.33,95.87,5,False,True,,,,,
Comanesti,Apartment,2017-03-09 06:28:07,694.41,11.77,59,,,,False,,,
Sovata,Studio,2016-01-30 10:45:07,422.11,,,True,,False,,,no,
Pancota,Luxury Apartment,2013-02-28 07:32:58,3976.9,,,True,True,True,,,yes,
Harlau,Apartment,2016-12-05 13:47:17,718.93,9.34,77,True,,,False,,yes,no
Barlad,Luxury Apartment,2013-03-18 20:34:06,2472.81,20.96,118,False,False,,,yes,no,
Iernut,Luxury Apartment,2017-08-02 04:34:14,2638.92,,,,True,,,no,,
Calarasi,Luxury Apartment,2015-11-05 10:05:59,1282.79,11.25,114,True,,False,True,,no,no
Calafat,Shared Room,2017-12-03 04:28:39,245.6,,,True,False,,False,no,no,
Targu Frumos,Apartment,2013-08-11 20:25:20,821.14,,,,,,False,,yes,
Boldesti-Scaeni,Private Room,2014-01-03 15:30:36,398.68,,,,,,,,no,no
Calarasi,Luxury Apartment,2014-01-19 20:54:37,2297.62,,,False,,,,,,
Toplita,Studio,2016-08-03 19:40:23,450.66,,,True,,,,no,,
Rasnov,Apartment,2013-10-10 05:19:37,688.79,,,True,True,,True,,,
Comanesti,Luxury Apartment,2013-09-24 13:45:24,4527.5,38.7,117,False,,True,,,yes,
Calarasi,Shared Room,2017-05-18 19:24:57,231.25,,,,,False,False,,,no
Oradea,Apartment,2016-06-20 07:33:13,689.74,,,,,,True,,yes,
Calan,Apartment,2013-01-20 07:35:13,903.3,7.53,120,True,False,False,False,,yes,
Oradea,Luxury Apartment,2013-03-23 09:45:54,1422.79,9.68,147,False,,True,,,,yes
Boldesti-Scaeni,Apartment,2014-07-18 11:52:57,788.29,4.64,170,,False,False,False,,no,
Dabuleni,Apartment,2015-07-24 23:54:17,660.77,6.06,109,False,,True,,,no,
Comanesti,Apartment,2017-09-24 12:40:07,818.99,,,True,,True,True,,,
Toplita,Shared Room,2014-11-29 16:36:30,257.69,,,,True,,True,no,no,
Titu,Luxury Apartment,2016-07-31 17:58:02,1569.3,14.8,106,False,False,,,,no,
Rosiori de Vede,Apartment,2016-05-26 18:33:40,906.77,,,False,False,True,False,,no,
Fetesti-Gara,Other,2016-01-31 16:04:46,164.42,1.27,129,,False,True,False,,yes,
Targu Frumos,Other,2017-08-20 18:34:25,191.18,,,True,,False,False,,yes,
Calafat,Private Room,2014-10-16 23:36:52,372.2,,,False,,,,,yes,
Rosiori de Vede,Shared Room,2013-10-10 05:19:37,293.54,,,True,,False,False,,,
Toplita,Luxury Apartment,2014-06-01 01:44:52,3193.4,29.57,108,True,,False,,yes,no,
Modelu,Luxury Apartment,2014-12-31 03:19:11,4513.16,37.61,120,,,True,True,,no,no
Calarasi,Shared Room,2015-06-06 01:45:40,292.89,,,,False,,False,,,
Rasnov,Luxury Apartment,2017-05-20 17:48:50,4800.3,40.34,119,False,,True,True,,no,yes
Focsani,Luxury Apartment,2017-11-19 10:15:45,3995.77,54.74,73,,False,False,,yes,,
Modelu,Luxury Apartment,2017-09-06 19:16:45,1503.82,15.04,100,False,True,True,,,yes,
Iernut,Apartment,2013-12-28 14:55:59,924.46,10.63,87,,,True,False,,no,
Calafat,Private Room,2014-11-08 10:15:02,398.66,,,,,True,False,,yes,yes
Calafat,Studio,2016-06-01 16:06:13,483.25,,,False,False,True,,,no,
Boldesti-Scaeni,Luxury Apartment,2017-03-12 23:55:45,2858.57,33.24,86,True,True,True,True,,,
Boldesti-Scaeni,Apartment,2013-07-02 03:57:43,510.19,20.41,25,False,True,True,True,no,yes,
Targu Frumos,Apartment,2015-01-08 13:09:48,652.4,inf,0,True,,True,,yes,,yes
Boldesti-Scaeni,Apartment,2017-09-10 04:06:58,688.77,6.56,105,False,,True,False,,no,
Comanesti,Apartment,2017-02-25 01:44:34,874.99,10.67,82,True,,,False,yes,no,yes
Calan,Other,2016-04-19 23:59:16,159.45,1.41,113,,True,True,True,,,
Comanesti,Luxury Apartment,2013-12-29 17:01:47,4171.56,4171.56,1,,,True,True,,,no
Calarasi,Luxury Apartment,2013-09-09 00:52:17,4660.17,101.31,46,,,True,True,,yes,
Pancota,Other,2013-07-16 23:47:15,121.61,0.5,241,,,,,,no,
Comanesti,Private Room,2013-02-20 09:26:06,312.34,,,False,False,False,True,,no,no
Focsani,Luxury Apartment,2015-01-29 03:55:14,1508.91,68.59,22,,True,False,,yes,,
Medgidia,Apartment,2014-02-17 18:53:43,889.15,,,,,False,False,,yes,yes
Toplita,Studio,2015-05-29 10:08:52,488.6,,,False,True,False,False,,yes,
Dabuleni,Apartment,2014-08-11 21:26:01,975.95,,,True,True,False,False,,,no
Oradea,Shared Room,2017-01-18 18:35:20,203.1,,,True,,True,,no,yes,
Oradea,Apartment,2017-04-07 13:56:50,620.96,7.39,84,True,,False,False,,,
Sovata,Shared Room,2013-09-08 20:17:47,254.49,,,,False,True,False,,,
Modelu,Luxury Apartment,2016-07-11 13:04:53,1580.44,47.89,33,True,True,False,False,,yes,
Boldesti-Scaeni,Apartment,2014-01-22 13:47:30,520.58,4.96,105,False,,,False,yes,yes,
Medgidia,Luxury Apartment,2013-05-01 02:32:25,3413.96,31.32,109,True,True,False,,yes,,yes
Targu Frumos,Apartment,2017-01-14 13:17:14,691.14,7.68,90,,,False,,,,
Medgidia,Shared Room,2014-02-01 09:26:27,295.15,,,False,True,True,True,,,
Brad,Studio,2017-04-02 06:01:02,475.95,11.33,42,True,True,False,True,no,no,no
Campia Turzii,Apartment,2013-11-06 18:45:13,717.84,,,True,True,True,False,,,
Fetesti-Gara,Apartment,2016-05-26 06:55:37,936.7,11.42,82,False,False,,,,no,
Prejmer,Luxury Apartment,2016-09-08 10:19:25,3933.93,,,True,True,False,False,,yes,yes
Calan,Apartment,2017-01-16 09:19:01,656.17,,,True,True,,False,,no,
Strehaia,Luxury Apartment,2016-10-04 11:18:46,4527.5,37.73,120,True,,True,,,yes,
Afumati,Apartment,2015-03-07 07:18:50,893.89,11.17,80,False,,True,,no,yes,
Afumati,Shared Room,2014-02-26 19:20:22,243.51,,,True,True,False,False,,no,
Harlau,Shared Room,2014-07-16 22:58:10,236.71,,,True,,True,True,,yes,
Iernut,Shared Room,2017-07-04 07:56:55,238.84,,,True,,,,,,yes
Rasnov,Apartment,2015-08-17 07:50:40,611.37,7.03,87,,True,True,,no,yes,no
Strehaia,Luxury Apartment,2016-04-13 03:07:07,1152.52,8.23,140,False,,False,False,no,no,
Oradea,Apartment,2015-10-25 20:24:33,637.4,,,True,True,True,False,no,,
Afumati,Other,2015-12-04 08:19:12,153.97,0.92,167,False,,False,,,no,
Iernut,Private Room,2015-02-22 07:33:09,365.41,,,,True,,True,,,
Toplita,Apartment,2014-05-28 05:52:24,821.56,19.56,42,False,,False,False,,,yes
Calafat,Luxury Apartment,2014-04-01 20:58:04,1596.92,,,False,True,,,no,no,yes
Focsani,Apartment,2013-04-03 05:30:25,744.6,,,False,,False,False,,yes,
Brad,Luxury Apartment,2015-06-02 05:44:16,1696.54,,,True,,True,True,,,
Campia Turzii,Apartment,2013-03-05 22:07:48,979.88,11.95,82,False,False,,True,,,
Pancota,Shared Room,2017-06-15 06:31:59,220.92,,,True,False,True,,,,no
Prejmer,Shared Room,2013-05-27 16:26:12,213.84,213.84,1,False,,,,,yes,
Brad,Luxury Apartment,2015-06-16 23:38:15,1690.4,19.66,86,False,,False,True,,no,
Toplita,Luxury Apartment,2014-07-02 13:12:54,1608.86,,,False,True,,,yes,no,
Calan,Luxury Apartment,2017-01-06 09:59:54,1067.58,6.17,173,True,False,,False,,yes,
Calafat,Luxury Apartment,2014-05-09 05:25:48,4067.98,,,False,True,True,True,,no,no
Oradea,Luxury Apartment,2014-11-18 13:18:04,4800.3,55.18,87,True,True,False,False,,no,
Iernut,Luxury Apartment,2013-03-28 09:39:20,2860.85,23.84,120,,True,,True,,yes,yes
Calan,Private Room,2013-06-18 04:37:03,302.46,,,True,,True,,no,yes,no
Strehaia,Luxury Apartment,2016-06-12 19:39:06,1444.14,24.07,60,,,False,False,,no,no
Focsani,Other,2016-02-18 19:29:10,172.42,,,,,True,,,no,
Focsani,Luxury Apartment,2016-11-10 07:49:43,1127.98,62.67,18,False,True,False,,no,yes,
Rosiori de Vede,Apartment,2016-10-10 10:35:11,566.75,6.91,82,,,True,False,,no,
Brad,Apartment,2014-12-11 20:42:03,911.18,,,False,,,True,,no,yes
Iernut,Private Room,2017-03-05 16:40:40,332.74,,,,,False,,,yes,no
Iernut,Private Room,2014-04-04 06:05:50,344.12,,,False,True,True,True,,no,
Dabuleni,Luxury Apartment,2017-03-26 03:46:07,2712.84,,,True,False,False,False,no,no,
Barlad,Apartment,2015-11-19 17:03:59,756.21,14.0,54,True,,True,False,,no,
Brad,Luxury Apartment,2013-08-15 10:25:22,3911.57,26.61,147,,False,False,True,,yes,
Mogosoaia,Apartment,2014-02-11 21:08:59,888.4,9.87,90,,,,True,no,,
Calarasi,Shared Room,2013-08-08 05:24:39,211.68,,,False,True,True,,,,
Sovata,Luxury Apartment,2016-03-02 19:51:07,2058.1,19.6,105,,True,,,,yes,
Barlad,Apartment,2013-09-24 15:55:35,820.34,,,False,,,False,no,no,no
Medgidia,Apartment,2016-09-13 17:36:56,513.61,4.32,119,,,,True,,no,
Modelu,Luxury Apartment,2017-09-17 05:42:05,1504.73,15.67,96,False,,,True,,yes,
Mogosoaia,Apartment,2016-12-01 03:19:48,687.8,8.09,85,False,True,,True,,,
Targu Frumos,Luxury Apartment,2013-11-16 00:58:45,4106.25,,,False,,False,,,yes,no
Calafat,Private Room,2014-07-28 17:09:16,345.16,,,True,,False,True,,no,yes
Afumati,Apartment,2013-12-20 15:46:25,914.23,,,,True,True,True,no,yes,
Boldesti-Scaeni,Other,2016-05-25 03:12:13,140.78,3.91,36,,True,,,no,yes,no
Oradea,Luxury Apartment,2017-06-09 10:43:37,4244.35,,,,,True,,,no,
Campia Turzii,Apartment,2014-12-30 20:27:09,541.15,,,True,False,,,no,,
Rosiori de Vede,Other,2015-04-12 06:20:34,122.77,10.23,12,False,,True,False,yes,,
Comanesti,Luxury Apartment,2014-07-05 14:38:47,4268.82,185.6,23,True,,,True,yes,yes,
Lupeni,Luxury Apartment,2017-10-22 01:25:44,3234.64,16.34,198,True,True,,False,,yes,
Lupeni,Apartment,2014-07-26 07:41:39,979.88,,,True,True,,False,,,yes
Calarasi,Luxury Apartment,2015-12-19 19:15:40,4576.56,,,False,,,False,,,
Brad,Luxury Apartment,2016-10-16 17:54:16,1269.6,28.85,44,,,True,,,no,no
Boldesti-Scaeni,Luxury Apartment,2015-07-20 15:16:27,4270.85,109.51,39,,,,False,yes,,
Afumati,Apartment,2015-06-17 22:30:38,744.44,31.02,24,False,,True,,no,,no
Calafat,Other,2017-10-01 21:29:38,140.0,1.22,115,True,,,,,yes,
Calan,Luxury Apartment,2016-07-23 19:14:15,1289.64,17.91,72,False,,,False,,,
Calan,Other,2013-08-06 09:52:29,130.14,1.24,105,,,False,False,,no,
Mogosoaia,Luxury Apartment,2014-10-22 11:36:45,1627.37,,,False,True,True,False,,yes,
Barlad,Apartment,2014-11-10 11:08:11,820.53,,,False,False,,False,no,no,yes
Iernut,Luxury Apartment,2016-03-24 19:57:26,3261.65,,,False,,False,,,,
Mogosoaia,Shared Room,2014-12-17 14:44:17,266.55,,,True,False,True,,,no,
Modelu,Shared Room,2017-07-23 05:16:47,264.22,,,True,False,,False,,,no
Calafat,Private Room,2015-10-31 12:17:27,369.69,,,False,False,True,False,,no,
Afumati,Luxury Apartment,2015-05-01 00:35:36,2905.98,,,True,True,True,False,,yes,
Medgidia,Luxury Apartment,2017-05-03 17:51:23,4826.62,43.48,111,,False,,,,,
Lupeni,Shared Room,2015-04-08 20:32:21,225.43,,,,,True,True,yes,,
Medgidia,Luxury Apartment,2015-06-04 16:33:28,2530.33,45.18,56,,True,,False,,no,
Boldesti-Scaeni,Other,2014-12-31 01:19:31,124.96,1.16,108,False,False,False,False,,,
Mogosoaia,Studio,2015-01-23 09:51:41,476.67,,,True,True,,,,yes,
Calan,Luxury Apartment,2014-09-24 18:31:18,3054.14,26.56,115,,,,,,yes,yes
Afumati,Private Room,2014-12-10 18:56:24,399.77,,,True,,True,False,,yes,
Calafat,Apartment,2017-06-07 13:29:37,769.13,32.05,24,,,False,False,,yes,
Harlau,Luxury Apartment,2017-05-09 12:55:25,3648.6,,,False,False,,True,,,no
Prejmer,Apartment,2017-11-30 03:00:06,725.4,,,,,,,yes,yes,
Harlau,Other,2013-06-10 02:37:43,121.45,1.02,119,True,,False,True,,yes,no
Calarasi,Apartment,2015-01-16 10:18:06,770.67,11.17,69,False,,,,no,no,
Rosiori de Vede,Luxury Apartment,2016-11-13 23:43:54,2194.45,,,,,,,no,,no
Medgidia,Apartment,2015-09-20 22:47:31,622.11,6.16,101,,True,True,,,,
Sovata,Luxury Apartment,2013-07-17 00:23:27,4083.1,,,,,True,,yes,,yes
Toplita,Luxury Apartment,2015-04-13 15:04:00,2771.53,,,,,False,False,,yes,
Titu,Luxury Apartment,2016-05-03 18:37:07,4640.53,,,,,False,False,,no,no
Titu,Apartment,2014-02-02 14:09:14,870.17,,,True,,False,,,no,
Titu,Apartment,2013-10-03 13:30:28,811.37,36.88,22,,,True,True,no,yes,
Afumati,Apartment,2016-04-11 07:42:35,875.6,8.34,105,,,False,True,,no,no
Calafat,Luxury Apartment,2015-11-11 10:43:15,1753.8,29.23,60,True,False,,True,yes,no,
Titu,Apartment,2014-10-03 00:04:47,994.72,9.56,104,False,,True,False,,yes,
Pancota,Apartment,2016-09-23 14:46:05,841.66,12.2,69,,False,False,,,,
Comanesti,Shared Room,2016-03-07 06:27:06,204.36,,,False,,,,,yes,
Rosiori de Vede,Luxury Apartment,2014-05-18 19:46:36,1144.18,,,False,,,,yes,yes,yes
Afumati,Studio,2015-11-04 23:28:57,484.47,17.3,28,True,True,,,,yes,
Titu,Other,2016-03-09 11:44:20,100.36,2.87,35,False,,False,True,,no,
Titu,Apartment,2014-04-02 08:54:21,788.77,,,True,True,True,False,,no,
Medgidia,Apartment,2013-09-28 10:51:09,832.2,12.8,65,,,,True,yes,no,
Calarasi,Luxury Apartment,2013-06-17 18:28:21,3282.46,,,,True,,True,,,
Medgidia,Apartment,2013-03-23 06:36:27,772.9,16.8,46,,,,False,,no,
Mogosoaia,Studio,2015-12-31 11:38:20,419.55,,,False,,False,False,,,yes
Lupeni,Apartment,2013-08-31 14:55:57,702.42,,,False,False,,True,no,no,
Campia Turzii,Luxury Apartment,2013-06-13 11:49:06,3976.68,,,True,,,,no,yes,
Afumati,Apartment,2016-10-06 19:10:53,977.95,,,True,,,True,no,yes,
Toplita,Luxury Apartment,2017-03-09 17:06:48,4407.66,314.83,14,True,True,True,False,,,
Targu Frumos,Private Room,2013-12-20 11:47:53,366.38,,,,False,False,True,no,,
Fetesti-Gara,Luxury Apartment,2016-01-31 03:32:20,4634.23,39.27,118,False,False,False,True,no,yes,
Iernut,Private Room,2016-06-27 18:27:59,344.82,,,,False,False,True,,yes,
Iernut,Private Room,2016-09-07 22:15:23,361.85,,,False,True,False,False,,yes,
Brad,Private Room,2015-02-07 13:58:34,338.52,,,False,,True,True,no,no,
Lupeni,Luxury Apartment,2017-11-24 10:25:48,1883.45,52.32,36,,,,False,,yes,
Fetesti-Gara,Studio,2013-10-17 08:12:15,425.16,,,,True,False,False,,yes,
Boldesti-Scaeni,Apartment,2016-10-16 08:31:38,842.37,29.05,29,,False,True,,yes,yes,yes
Focsani,Apartment,2014-01-01 18:06:21,897.58,,,True,,,False,,no,
Dabuleni,Apartment,2016-11-15 23:47:59,646.68,13.47,48,False,,,,,,
Iernut,Apartment,2014-02-20 14:17:00,578.76,3.47,167,False,,,True,,no,
Prejmer,Apartment,2016-07-22 19:34:26,718.93,,,True,False,,True,,,
Afumati,Private Room,2015-02-08 02:53:30,382.73,,,True,,,,yes,yes,
Campia Turzii,Private Room,2015-01-04 12:47:59,318.16,,,True,True,True,True,,yes,
Modelu,Apartment,2015-04-18 20:18:23,896.67,,,False,,,,,no,
Rosiori de Vede,Other,2015-12-22 14:25:08,187.71,,,,,False,False,,yes,
Calarasi,Apartment,2016-10-18 05:28:23,565.94,47.16,12,True,True,,True,,,yes
Strehaia,Luxury Apartment,2016-10-01 02:53:14,2881.17,15.41,187,False,False,,True,,yes,
Campia Turzii,Apartment,2016-12-05 13:27:03,888.4,8.23,108,False,,False,,,yes,
Toplita,Shared Room,2017-09-27 14:14:39,226.26,,,False,True,True,,,yes,
Calafat,Apartment,2017-03-31 13:17:00,613.25,9.58,64,True,True,False,True,,no,yes
Lupeni,Luxury Apartment,2014-05-29 00:35:42,3981.69,,,,False,,,,yes,yes
Afumati,Studio,2013-11-03 22:51:38,468.45,,,True,,,False,,,
Rasnov,Luxury Apartment,2015-08-30 09:55:27,3364.9,28.04,120,,True,True,False,,no,
Campia Turzii,Apartment,2017-08-17 10:40:12,924.57,,,,False,False,False,,,
Prejmer,Studio,2017-09-01 22:14:04,431.77,,,False,,False,,,,no
Medgidia,Private Room,2014-08-30 09:23:48,371.83,,,,True,False,,,yes,
Calan,Apartment,2015-12-13 23:25:23,885.41,,,,True,,True,no,no,
Medgidia,Private Room,2015-10-20 07:48:50,359.46,,,True,True,False,True,,yes,
Dabuleni,Private Room,2015-07-04 10:43:31,318.12,15.91,20,,True,,True,,no,
Calan,Luxury Apartment,2015-01-08 23:36:28,2930.88,25.71,114,,,True,,,,
Titu,Shared Room,2015-03-29 14:50:29,219.67,,,,,False,,,no,no
Medgidia,Other,2016-07-30 03:26:58,197.76,,,,,,,,,
Brad,Shared Room,2017-07-04 07:56:55,219.91,,,True,False,True,,,,
Toplita,Luxury Apartment,2016-10-31 00:27:55,3511.17,45.02,78,,False,True,True,,no,
Modelu,Apartment,2015-08-07 21:50:12,944.38,944.38,1,,,,,,,
Calan,Apartment,2017-04-28 03:18:22,521.29,6.13,85,,,False,False,no,no,no
Lupeni,Apartment,2015-09-10 21:06:18,734.27,6.86,107,True,True,False,False,no,no,
Modelu,Luxury Apartment,2014-10-06 14:46:45,4446.62,60.09,74,True,True,,False,,,
Medgidia,Apartment,2017-01-08 10:32:27,980.29,,,,False,,,,no,yes
Rasnov,Apartment,2017-11-28 19:53:05,817.76,7.64,107,False,False,False,False,,yes,
Harlau,Shared Room,2017-11-10 21:27:56,296.13,,,True,True,,False,,,
Lupeni,Apartment,2014-10-22 03:12:48,893.0,,,True,,False,True,,no,
Harlau,Private Room,2014-02-05 18:14:02,312.71,,,True,False,,,yes,no,
Prejmer,Apartment,2014-09-30 03:29:47,551.5,,,,False,,,,,no
Rosiori de Vede,Shared Room,2015-08-19 17:38:34,260.44,,,False,False,True,False,no,no,
Medgidia,Luxury Apartment,2017-07-27 11:13:02,1354.68,,,False,False,False,,,no,no
Dabuleni,Other,2016-01-04 23:15:37,129.1,1.63,79,True,,,,,no,
Mogosoaia,Apartment,2017-10-06 14:39:27,585.41,48.78,12,True,,False,False,,no,
Iernut,Shared Room,2013-02-22 15:27:04,296.38,,,False,,,False,,no,no
Afumati,Apartment,2015-07-22 10:25:30,852.65,,,True,True,,True,,yes,
Medgidia,Luxury Apartment,2015-05-22 13:18:35,3073.6,27.94,110,False,,False,,yes,,
Calarasi,Luxury Apartment,2013-09-29 00:00:19,1749.67,,,,False,True,True,,,no
Modelu,Luxury Apartment,2017-07-16 14:29:36,3466.5,23.74,146,,False,True,,,yes,
Modelu,Shared Room,2013-08-12 05:14:17,260.57,,,,,False,True,,yes,
Mogosoaia,Private Room,2016-03-13 17:45:25,358.77,,,,False,True,True,,,
Iernut,Luxury Apartment,2015-02-03 20:48:52,3275.83,,,,True,True,False,,yes,
Prejmer,Other,2013-08-01 23:50:29,189.64,3.27,58,True,,,,,no,
Calarasi,Apartment,2014-09-26 04:12:01,526.51,3.53,149,,,False,,,no,
Comanesti,Luxury Apartment,2017-02-20 11:37:01,4423.58,68.06,65,,,,True,yes,,
Boldesti-Scaeni,Apartment,2014-06-01 06:09:29,887.7,,,,True,True,False,,no,
Medgidia,Apartment,2013-09-28 02:30:19,885.95,5.03,176,,,False,True,,yes,
Pancota,Apartment,2015-07-02 05:43:17,635.67,8.59,74,True,True,True,,,yes,
Medgidia,Luxury Apartment,2017-02-18 10:43:05,2002.39,,,,,,,no,,
Calan,Apartment,2015-06-29 14:17:18,814.19,,,False,,True,False,,no,
Lupeni,Luxury Apartment,2013-12-23 15:54:34,2349.63,22.38,105,True,False,True,,,no,
Barlad,Shared Room,2014-11-25 00:01:41,282.74,,,True,False,False,,no,no,
Medgidia,Luxury Apartment,2013-04-22 12:57:15,2172.58,12.41,175,,,False,False,,yes,
Afumati,Luxury Apartment,2017-07-26 18:35:36,3470.64,,,,,,False,no,no,
Strehaia,Shared Room,2016-12-27 18:11:36,297.75,,,True,True,False,,,,no
Fetesti-Gara,Luxury Apartment,2015-03-25 13:51:34,1884.61,,,False,False,True,,yes,yes,
Brad,Shared Room,2017-09-03 04:42:20,235.63,,,,,False,True,,,
Focsani,Apartment,2017-03-22 05:16:48,883.78,11.48,77,,False,True,True,,yes,
Focsani,Luxury Apartment,2017-12-07 14:25:02,2161.27,18.96,114,,False,False,,,yes,
Brad,Luxury Apartment,2015-03-31 17:00:36,1815.26,20.17,90,False,,,False,yes,yes,
Fetesti-Gara,Private Room,2015-05-11 16:04:20,322.49,,,False,,,False,,,
Fetesti-Gara,Apartment,2013-08-20 13:00:54,971.8,12.79,76,,False,True,True,,yes,
Oradea,Luxury Apartment,2013-08-22 23:55:22,3968.53,28.35,140,,False,False,,,no,yes
Titu,Luxury Apartment,2016-04-07 07:36:21,3514.25,42.34,83,False,,True,False,,yes,
Dabuleni,Private Room,2017-12-20 16:47:43,382.7,,,False,,,True,,no,
Barlad,Apartment,2014-10-30 12:31:43,652.36,6.27,104,,False,True,True,no,no,
Afumati,Other,2015-03-03 13:12:31,187.77,2.41,78,False,False,,False,,no,
Dabuleni,Luxury Apartment,2014-01-05 15:49:55,1464.28,,,,True,,True,,yes,
Medgidia,Apartment,2015-02-21 22:23:27,617.29,,,False,,,False,,no,
Medgidia,Apartment,2013-10-25 23:11:46,909.74,,,False,False,,,yes,,
Campia Turzii,Luxury Apartment,2013-06-17 13:53:38,3937.96,32.28,122,,,,,yes,yes,
Brad,Private Room,2013-07-28 03:56:07,373.5,,,True,True,True,False,,,
Calarasi,Apartment,2016-03-23 09:00:28,703.79,30.6,23,False,True,True,False,,no,no
Sovata,Apartment,2016-09-23 20:29:41,968.18,16.69,58,,,True,True,,yes,
Lupeni,Studio,2017-03-08 13:12:22,410.79,,,False,False,False,True,no,,yes
Toplita,Private Room,2014-05-11 02:16:59,323.86,,,False,,True,,,yes,
Iernut,Luxury Apartment,2015-09-26 23:31:45,2122.45,,,False,,,,,no,
Dabuleni,Luxury Apartment,2013-02-13 02:30:15,2418.13,34.54,70,,True,True,,no,no,yes
Mogosoaia,Apartment,2015-02-22 19:11:28,964.76,,,False,,False,False,,yes,
Mogosoaia,Other,2013-11-17 07:47:13,126.28,1.3,97,True,False,True,False,,,no
Toplita,Luxury Apartment,2013-02-02 14:52:17,3242.4,43.23,75,False,,False,,,,
Fetesti-Gara,Apartment,2015-01-29 22:39:38,739.4,,,,,,True,,no,no
Medgidia,Other,2016-06-09 19:57:19,121.61,0.74,165,,True,True,False,no,no,
Medgidia,Other,2014-02-06 00:04:12,107.99,1.69,64,,,False,,,no,
Afumati,Apartment,2016-05-30 19:44:15,678.69,3.65,186,,,False,,no,no,
Iernut,Luxury Apartment,2016-04-11 08:56:31,9116.19,118.39,77,True,False,True,,,no,
Mogosoaia,Other,2014-02-04 09:40:40,167.28,0.36,467,True,True,,,yes,,
Toplita,Studio,2017-05-30 10:58:31,452.92,,,,False,True,,no,yes,
Iernut,Luxury Apartment,2015-01-29 08:43:23,1271.51,,,,False,False,,no,,
Calarasi,Apartment,2017-08-24 23:50:53,582.75,4.86,120,,True,,,,,
Oradea,Luxury Apartment,2013-08-14 09:04:29,1002.19,,,False,,False,True,no,,
Dabuleni,Luxury Apartment,2015-06-28 23:01:39,3893.6,48.07,81,True,False,,,,,
Afumati,Apartment,2014-04-23 14:01:45,606.38,14.79,41,True,False,True,False,,no,
Afumati,Apartment,2016-02-22 09:35:10,580.36,32.24,18,False,False,,,,no,
